"PC3"	"DU145"	"LNCaP"	"22Rv"	"WPMY1"	"VCaP"	"MDAPCa2b"	"HPV7"	"HPV10"	"RWPE1"	"RWPE2"	"NB11"	"W99"	"PWR1E"	"DUCaP"	"NB26"
"9202"	8.43948093229769	7.97805367197158	8.10515116431522	8.03792357528876	8.43158628058515	8.70514583535059	8.69882650664968	7.48115485278253	7.43106733799997	7.37975251356167	7.43248746577792	7.26870411715436	7.67506473659775	7.83285514031119	7.93063585007892	7.2848448334923
"26064"	10.0800482013428	9.8613783893913	7.64279530841872	7.93925213462544	10.1207418885404	7.87102747408667	6.89237597385929	9.97102714389835	8.89836785744884	9.71408714646273	9.21270927782415	9.41112173224643	9.77694580659517	7.41585641515394	7.18331537329781	9.60834785682614
"224"	8.71084454864599	10.021012684431	8.89656655972935	11.8673835665227	7.56715414121864	8.41005441035041	8.78751683029973	8.63812784245285	8.67516491710172	8.7301899135422	9.28619730205946	7.32422449232912	7.93031041533593	9.47941555907002	8.34774980209681	7.89591423485648
"3836"	8.10821874683285	7.38035884144489	7.6786720235639	7.39923138439567	8.24993925591569	7.31779264001087	7.2336300270563	7.67346028372483	7.47546675419796	7.63028688817391	7.34965288583556	7.55546159082313	7.47678563171687	7.05915236977169	7.47581128543605	7.81444676589664
"9646"	8.72195562993838	8.0516535749355	8.9692707620226	8.95042220665037	8.896235027211	8.61227212138676	8.98086942745653	8.65600882876079	8.53924549750364	8.06062811120661	8.60980349405021	8.65468705090406	8.62572068830476	8.11560303739367	8.63904399467252	8.50430698594803
"6400"	7.24963680558875	7.34366273625845	7.34496346243555	6.9075000260732	6.41787761639451	6.61866744073676	6.9864020246075	6.56522211001916	6.43337951171284	6.46357140458445	7.09075204702228	6.8826871508085	6.98801062612319	6.7694243565242	7.03227103118894	7.17690719669384
"8500"	7.27477062739226	7.20807599549503	7.04448408767712	6.95915146328972	7.17575740213852	7.23848475155319	7.26579465534039	7.20376344191658	7.30696608514596	6.78895555599903	6.91991327368573	7.74300929888789	7.21876709437498	7.02303054640769	7.49098725944911	7.92380489061531
"3949"	6.32608121840713	6.47173706276003	6.05706883275755	5.99318393857714	6.13300907409529	5.84858570797541	6.61748349575398	6.57666528366487	6.34624275131839	6.0198769139251	6.36144622778762	6.25540123240584	5.9163716368997	6.1692941903756	6.33832232225569	6.54861905876901
"3419"	8.3877515249087	8.22575275008557	8.81180073993035	9.2331550699959	8.78996328072974	9.67048170429824	9.10305474993785	8.30120582453093	8.68980137991034	8.47717860150632	8.81964755792412	7.89892820023792	8.70770151898457	8.84024520667668	9.37681348457662	7.72131846850931
"6385"	9.77469781736225	10.8506224444896	6.99980915118367	7.29866832425734	10.9911490187696	7.3911666803515	7.60983667827107	11.791861790178	11.4918154750155	11.3603551091513	12.1367024724543	11.1480786891402	11.8964658908935	10.975350020516	6.73224633685835	11.288852672833
"3191"	7.30786762023719	8.46705884364636	8.37817660076464	9.0837103046499	7.42044008181597	7.12469035167752	8.55425837655043	6.87914172781386	7.28358841900984	7.32694810657518	8.7424267921827	7.15481504778815	6.89890235182325	8.14204849305111	8.78734692965501	7.78885338862944
"10133"	6.29757430213551	7.7590757798537	4.94088851718853	4.03526949958748	7.29977889367933	5.44715077453092	4.52056253730338	8.63500464951345	7.94710522854617	9.09500138765235	8.85071025853531	9.04479980462784	7.97005832498867	7.02831487515473	5.05491919025932	8.95129911305649
"5360"	7.60605388644143	4.66620766856004	4.29470095215621	6.29635664981951	6.96863078644858	6.79419045378433	4.26983522577624	6.0905699043342	6.37128244064286	6.14231392367309	4.80078921724771	4.68882624015384	5.06209289279491	4.59050643954059	4.53407268895555	4.93333007325066
"329"	10.5446518361065	10.2400718317027	9.60161588706136	9.85214324786662	10.2516976548586	9.73186593127038	10.917354020293	10.3072721063468	10.3624324615818	10.6801227869894	10.3414547028358	10.8518275666418	10.0300941195298	10.4247458610747	9.87670240415833	11.2058580938864
"4706"	11.6646895005852	11.2108721643478	12.5488939347072	12.4048369380146	11.7159507415125	11.9015438635366	11.9025398219803	11.1114195013797	11.5775975989037	11.3189727449335	11.301976567215	11.3019070904773	11.6327623327892	11.6188567121755	12.2855246572253	11.089305243693
"8533"	9.2425100429517	7.9207462214831	9.90821216975461	9.93421795524524	9.99056594675972	9.63600260333918	9.3629488091039	9.18934736398007	9.76961498412536	9.25540836073774	9.0789097738211	9.75104400181026	9.87916602025623	9.81915326481215	9.56033379105723	9.25717534951952
"9592"	10.8444592917375	9.47958344794449	9.10066973224875	10.2139303725958	9.835677433517	8.7974619851685	9.39405163686821	11.3050069894567	11.3569229682057	11.1900295213695	10.8517232480748	9.71795381422044	11.0592497445282	8.90760839756261	8.84837262557181	10.0841369373357
"6397"	8.60739069802472	6.98503744482455	6.50301799193232	5.91664241230024	8.08092665543411	7.07231899043574	6.17426545507719	7.66925402743657	8.13292500715814	7.53900712963815	7.29787897048722	9.1945900046992	8.29881113069687	8.18248183763678	7.13020838868465	9.18296941128391
"9414"	8.87877982836461	9.90079298891431	8.34294239802422	8.75948656387085	9.79911165805443	7.79052776584997	8.37218042056891	10.8213570269583	10.7399504595753	10.4555131236183	10.425175827256	11.6928802712648	10.757031312815	10.4203977558396	7.78777845114547	11.8879452207063
"4599"	8.18410130153567	8.82943593100521	4.54432115185985	4.69031790173572	5.33946102098714	5.39543015005795	4.14966451349208	11.551206438273	11.7429502639261	12.2906438470564	9.56228120584253	10.5683415055629	7.85175741068689	5.99377320593169	4.87635058845158	9.89220869921686
"1514"	8.51254117322828	11.3882770228591	9.23471931336442	8.58225145360874	9.34887444978563	8.79100864845332	8.88441281424406	8.45918559524979	8.44779985825861	9.56773059664621	9.90686145362352	8.72263802845742	9.48604521702973	8.91742883685966	8.23898774888741	8.74692537469267
"25800"	9.23157359649049	11.2116988822955	11.4108282701978	11.5544808766927	9.54553523006236	12.1318245627443	12.2067548480827	10.1860904697883	9.69546976263844	9.13596983602096	9.99722488553894	8.93967063841948	10.1828147056115	10.3950233734321	12.0080006436342	9.2297432378369
"10975"	10.9668623490368	11.4859128616216	11.7164636817487	11.2692216916608	10.4506836251365	11.8665950181687	11.6042089013387	10.7635503906626	10.4666609243609	10.3822217715589	10.3072164898141	10.6681777347579	9.56518782068499	9.99489105666357	11.5864599927397	10.6404241268347
"23568"	6.86438479639635	7.14916012636488	6.97215726272847	7.2144335258853	7.09497698250914	6.47546037214506	7.48428622696051	6.56533442852201	6.6925153828637	6.23465412639486	6.46128890230116	6.70989061469211	7.03800793439441	7.37897039898351	6.29193029909641	7.06716581862422
"54623"	7.35937400016438	7.94994915439428	7.93543040514165	7.99087576873553	7.75028900103551	7.73568557226394	7.67250841389098	7.32852341012809	7.71634555345584	7.61494565864406	7.69311301439897	7.91153530956357	7.74174660231065	7.58483115776853	7.565836815134	7.72961091232107
"332"	10.1171087066754	8.84784649779156	8.63352926719425	9.47835188527291	10.0554742303551	8.39298711052991	8.16553502307215	7.19510208305431	8.26035924911493	8.03544654418941	7.36386302555282	8.43482593000355	8.59264958207148	9.22646122584993	8.38814855749885	7.11143621648686
"706"	10.1116621683478	10.0566337190056	10.1316869417184	10.2916390527929	9.91157937847463	10.7661488480039	10.669770830307	10.6054704105559	9.34602262101837	10.2700149679735	10.4387974410372	9.32210922457992	10.0751452006789	10.4676457701904	10.4089837056218	9.29657902175508
"9972"	8.9857464159369	8.90569780574469	9.03117231331502	9.55171015244701	9.30934847947533	7.96562024307651	8.76162023862729	8.67930601936573	9.32084778317934	8.68614867819661	8.50108109025306	8.87688578187173	9.27936670596845	9.00979657623073	7.69169795652447	8.53301326060886
"3275"	6.50253564227653	6.61564501930267	5.9593520058697	6.00332509143812	6.38885202159222	6.86939603112019	6.11814116098961	6.36793087810914	5.91323552408194	6.25021250078397	6.08837556164925	6.21042174106775	5.74061164419424	6.77164052752768	5.84645268384025	6.45792421257672
"9993"	6.61314023207042	7.37084738605024	7.16694696922199	7.21493032015944	6.89900924658775	7.94706288244837	7.65328565621277	7.48505741885944	7.14012630685914	7.08267490835564	7.51759509314898	6.77940327770408	6.97271918230072	7.50832651455171	7.33207457039158	7.19579280232963
"5899"	8.56711219580829	7.6042727864869	7.81355911045085	6.36127591001161	8.63006114867892	7.61759431907393	7.75945789889505	8.90976613705729	8.96481604779736	8.80789536804091	8.95428902345318	9.38772192784585	9.38659242077375	8.23563343091094	7.01970583857302	9.16803008735152
"23476"	7.05417716165069	6.82500924587492	7.121246500641	6.82162987143306	7.1821087151156	7.11799445935651	7.0765339341851	7.00352835009294	7.02068534060809	7.76546283666617	7.2281579410679	6.9363274604427	7.29596943001992	7.28319730610747	8.39794090064647	7.10005495658712
"6687"	7.65519998232535	8.23924679416146	7.84502362661575	7.52801474682869	7.46889797057135	5.72298104806133	8.24284791879652	7.60700635104014	7.46756854839866	7.73103105731963	7.96120136414949	7.52589430063619	7.98755127435021	8.44028507212314	6.33697379151826	7.85491357865259
"3476"	9.63738567904251	9.21402886374837	9.32942046364686	8.89929542085692	8.91624823873205	9.52341254912443	9.64138812951393	9.54314542275163	9.36811996104072	9.2010102359745	9.33482125329153	9.38663318713975	9.06740199401952	10.1913841003422	8.98079514464722	9.28191859457266
"2802"	7.9424430630389	7.58051562543789	8.24853753350066	7.47603400998091	7.79535444402905	8.13859595838926	8.02789387161428	7.60617479021442	7.2860507397194	7.67111626120847	7.7050679797619	7.08634773482744	7.51903333350902	6.78486232352138	8.31773669218932	7.43057839588122
"4171"	9.29978587884653	10.1832257374483	10.1179394372649	10.9923899791206	11.1412532360527	9.99866551727844	8.39134157222472	9.70947029122506	10.033226849292	10.1214039151741	9.61733074103513	10.3874598385853	10.0548894478056	10.97665627444	9.90858758096965	9.84773112474347
"5184"	8.11511250810753	8.71642284521321	7.19520537100155	7.34221267103899	8.24746779375647	7.71734129750161	7.0269425096227	7.35931166895277	7.13093943709178	7.54423523847869	7.47037031214233	7.9957795614178	7.39353477767707	8.28133900699451	7.58317515554525	7.68248780524393
"23647"	8.55097231333784	8.6911732526683	9.68246607016634	9.64996914709694	8.99743390089821	8.83617037314564	9.83518292259448	8.55921865188754	8.37862756519236	8.16570121754263	8.6869290092374	9.2153787048416	8.98867201463279	8.62053186067427	9.35926365960472	9.0667977805261
"1349"	12.4767939722607	11.1122258818644	12.1576429217473	12.4388444998281	12.0855396469036	12.4521241058079	11.8765310183998	11.6354555909598	11.8029651731221	11.7025307545219	11.6652524989063	11.5961306106026	11.4336158762273	11.6318089172666	11.6880736482553	11.4493309060182
"6522"	7.3731932487678	7.90083696317041	6.42122108140883	8.48941554547613	7.23736839246214	6.9396110348156	7.19079459397847	7.02511565113565	6.20626455455222	7.29356846101001	6.97905291124694	6.49562771375487	7.09894176291826	7.192736861596	7.26506561885544	6.62992212364085
"7450"	4.35168985781209	4.5055122905283	5.95478220536515	4.47923975616523	4.70428271897058	4.98532488323647	4.70355003036794	4.85544157801686	4.60403845908441	4.41664771046264	4.58811839601565	4.34076805453674	4.80883656447552	4.38325635699496	4.86587750435155	4.45484925967929
"6643"	9.02356306710344	9.05472621998696	9.20163788957353	9.07289695455719	9.22458529926504	9.43160029700728	9.0210740016646	8.87374247386626	8.8031836100751	8.97224474807293	9.05862665855515	9.60437898501938	9.23007885593041	9.41616641019235	8.94678633308117	9.34507462557418
"26155"	7.69883717876735	7.28755098374005	8.30278855741559	7.89132625253891	7.68577827960696	7.91887292000123	7.46871301798548	7.16949500610489	7.44481323833176	7.14890856039362	7.37469653779694	7.5934436163735	7.60876065113027	7.87811828023011	7.65870391231299	7.50584412812816
"5977"	8.96472197620217	9.02314774021072	8.16262343327256	8.6958008648535	9.16088685379589	9.81389955090259	8.22518245285012	8.53091047788971	8.83601584815151	8.3093968663905	8.15692161317561	8.9787954713016	8.36030519159737	8.29211775827929	9.6992942788733	9.04622370901619
"392"	7.04318533763834	7.07850724794245	7.38106551002175	7.40324116684595	7.49088313602797	6.65912441568304	7.42924504647271	7.28202399943145	7.11198408965289	7.14893828981504	7.52254541952549	7.11863779055424	7.17833953862753	7.02014026659055	7.04060847089994	7.53339938729399
"8895"	10.7626912341715	8.95444756672365	11.0225161659651	10.0367337759748	9.29029715569429	10.4461393233173	11.0302227556804	9.10815109648019	8.91226557473295	8.57579370012736	9.19060967068816	9.1879251190301	9.15141575404464	9.78007799674353	10.6682360990187	9.61964756687753
"1175"	10.7471609602527	10.3522957468006	11.1077848849456	11.0993753578587	11.2394453547624	10.65127036897	10.9631279040949	10.7200469220366	10.8769971622213	10.8353148524063	10.5669870492318	11.110797954992	11.0947246938146	10.4810090419249	10.5075482689671	10.7466453818603
"27243"	10.5686406743148	10.1897580909102	10.9939105132684	11.1113359060448	7.95173284912111	10.2412651342188	10.1479806995595	10.1553501067711	10.1802446649897	9.77667248416986	10.2375625485702	10.0481664477162	9.69025140367617	9.75923494730525	9.88198905630645	9.71545320566225
"10226"	10.1425169313257	10.126615228308	8.74733888939544	8.08451237852248	9.60080963920013	7.7551174925624	8.75294931966849	9.47620450160859	9.26832060693117	9.25472694729068	9.06204766840248	9.72837221645992	8.67549808285099	9.67336106595956	7.30265477641039	9.68632962064
"25"	7.37271291515023	8.9220297306877	7.58220703646556	7.80341307449188	8.794359070865	8.32241276403256	7.96423989649526	7.64233316048796	7.69246485224127	8.44384481412885	7.3721393204268	7.80637232503987	7.6175282715642	7.97271065769959	8.69375061261624	8.33003430921981
"66008"	8.05575387010017	7.35762124269463	7.35137566454424	7.49922572937564	7.87226945788757	7.09563674223639	7.38747657530894	6.72972133162009	6.85975151573357	7.76769708998206	7.44664460958208	7.73824713877574	7.74104591092114	8.38649007986085	6.91682981731712	8.18028575993453
"8899"	8.24961506847458	8.23741511531749	8.18701390491486	7.93446466894028	7.8874294702318	7.61681255885599	8.10474668468489	7.68761590656701	7.64571543590196	7.90040033933323	7.84199288635749	7.82830145716969	7.87877067610547	8.19283665420152	7.95054420650618	7.80753484017585
"9870"	7.92136504358649	8.33097622685697	7.56067690836365	7.13578143920526	6.6377133802692	7.64716582868395	7.7501711460933	7.56923443380566	7.326720226505	7.77385524635526	8.12735803213717	7.55344482363889	7.9925681186268	7.26969909570732	7.1223216585544	7.52082947351393
"8780"	8.48188276362995	8.2468882822752	7.98044506651036	8.05037882980157	8.04591595131707	7.6529934630923	7.91888148560345	9.18619840728511	9.13788277669949	9.12778924504337	9.43520654117654	9.23676837284276	8.78541996350005	8.83728125319215	7.7280250692447	9.57657965510817
"25937"	9.68964119481052	8.09991926021111	5.45615731710701	6.07769001047558	8.29815605080515	5.76729143259422	5.27610508437959	7.51319349688665	7.25129178127486	7.78900647614145	7.32276038196815	7.39941852100632	8.20795333569813	7.44340534932635	6.01175735999738	7.87801728306816
"10120"	7.35907676848698	7.61261421491819	8.22342797225358	8.57638488341075	7.59527406925032	8.45474147868102	8.53743389237395	7.31598867999752	7.59533481191622	7.52892610923629	7.7240384809918	7.38732825433433	7.42707562928956	8.43193912555209	7.80799560788791	7.45621082533546
"10771"	7.58384138515414	8.67138629508714	8.50738581270572	8.81132528983649	8.31431679538297	8.49799668512381	8.90693109561099	7.66429176556989	7.37707950817573	7.91472074203467	8.08991180385079	8.02353692328844	8.09980411797018	8.35464257391021	8.42291759758431	8.184747378038
"7965"	8.58515923358525	8.89189174639507	9.3943621547272	9.60571875347296	8.77546265368471	8.48650580122358	8.77821321758541	8.00070753840862	8.42124509217114	8.94764774144791	8.4340669598369	9.25060606066723	8.79196611397808	8.11169407598907	8.70752336084475	8.66036150196217
"8574"	9.14989539258741	9.50607461662962	8.78548616047119	9.56983266452104	9.66927449380899	9.19985794965275	9.84246231184043	8.99630922780999	9.09013503149396	8.98235891991374	8.9954105836236	8.83077773447609	9.47558649719608	10.2540754473492	8.57382203821736	8.62189817538776
"1198"	7.4074796687901	7.76111071728734	8.0470014192318	7.37386532184103	7.42697776045891	8.43020420332904	7.95507088930658	7.76688060639704	7.65328260093225	7.73455043330032	8.17123787780734	7.60632092193933	8.44027601702436	7.68861064296792	7.85236568359405	7.09496752013832
"10920"	8.89508920586735	8.29522681748274	8.77675441210015	8.80692746159002	8.60879542020331	8.88447400910237	8.73351350753006	7.98825130646015	8.35714510407039	8.29819126958645	7.81713260217192	8.57820688001048	8.54997829109454	8.97673764350541	7.67052492313611	8.59947582524186
"158"	10.148612991475	9.93363720581884	10.487684673916	10.7104357693573	10.6917251710273	10.663743961795	10.163980514887	8.42441045172924	8.42715786083042	9.24278887931277	9.2783841512122	8.726372460747	10.3269028089576	10.4775189638975	10.1089038937121	8.24014446699748
"4061"	7.49012346888155	9.11954428663736	7.17427938710915	5.4498183027756	8.41789922737216	8.58727583443109	8.81845097635677	9.32340049084096	9.19481998784726	9.63564311446294	9.14675008957343	8.27409410254544	8.83076982974485	8.97631237069916	7.73295086601052	9.0264047160711
"3475"	9.30717384371802	8.44439428131912	8.19107831072557	8.65156709248145	9.80098726401076	9.39655461242687	8.13673486994489	9.03862921453278	9.16698852600579	8.16018700662727	8.10429963584138	8.07336291747186	8.96346014066584	6.94516727400189	9.41694241331593	7.85223833023647
"5831"	8.20753916608883	8.83855796230119	10.1362619564033	9.27751066152646	8.61199772053274	9.90066002514635	9.67007200948755	7.39106919316278	7.22481884241941	7.39908158545631	7.70031847891705	7.68506426871262	8.08998418743527	8.03749873885574	8.87357947340485	7.35422930047363
"4739"	6.56125136863795	4.32453097387632	5.8639031578023	5.49981937953286	4.66202233348553	8.58204727424608	7.19905229894936	7.48183825357468	6.44609249309359	8.85797683583622	7.57796403246906	7.7059522546632	7.01430080840877	7.93683656713594	8.34242688140673	9.22306875316012
"10422"	7.91838636037307	7.94529520037357	8.09025559133326	8.65155780586571	8.7807448467278	8.51997391923063	7.96423989649526	8.26697848286201	8.30941361905074	8.92153141127818	8.21924838569243	8.48926062486606	7.98160643765977	8.75497263426607	8.02643054612306	8.05320151740312
"7392"	7.20854193978313	7.62269611278557	7.73160360182203	7.81200595851245	7.59515427411744	8.00768133655809	7.67996088310594	7.45024000055565	7.52518285714291	7.28344966428167	7.64341473584051	7.36969227891406	7.48097474663572	7.55064858971297	8.41812654770739	7.35034247553758
"23636"	8.53847370654927	8.23941617345849	7.93116145970729	8.37082684094992	8.06014416573141	8.50112544563052	7.60625069284183	7.61666818638437	7.93333269037767	7.94259853641067	7.63432855448288	7.97613495897151	7.9912216541154	7.88774289450263	8.14121335828191	7.43259089425072
"10381"	10.8742960877313	11.0555917357603	10.5031264240706	11.0302045338137	11.3710140251935	10.3418361398255	10.1488058090557	10.9311278132496	11.0715911911358	11.5130648764285	10.9859238179609	11.8672695056601	11.5055815939323	10.9872794574129	10.9028142852174	11.9991362181282
"8021"	5.59379261663758	5.92120178341136	5.74198033627882	5.62969047361663	6.07920174375844	6.12049915621125	5.38926532199323	5.51805388157272	5.82582097370548	6.15677194737526	5.71398497409762	5.77724732374195	5.82086477688485	6.12707460421384	6.08159543870918	5.88509672523946
"10659"	3.77602303326949	7.51700067455874	3.76572198498523	3.67688216840499	3.68208763507555	3.89220971766055	3.69318522368442	4.69466471749396	4.97949921696438	5.83085739211897	5.60887890589684	7.85204046319784	5.56121869130031	4.55346408113912	5.17878003601721	7.1570775910144
"2193"	9.03221088188483	7.80108582394292	9.36064897938994	8.79454558395823	8.44778078116755	8.3398658054088	8.72526452859674	7.91369383310531	8.20405315828971	8.29228288180541	7.87493475051247	8.20606932331404	9.44116615642681	7.92670411289432	8.49624338584141	7.86578239908863
"1387"	6.34561000377083	6.59753689758979	6.40212498119463	6.38739322321547	7.14716191382943	6.38960466398012	6.63219605648779	6.59424413825399	6.55563605367371	6.43568906635056	6.51761032274783	6.51874748422011	6.49553960438618	6.91543725593319	6.74765056914743	6.57538194936352
"5585"	7.70291736795849	6.69706986545676	7.25719693206631	6.87608290072148	6.90158227164779	7.5529374409583	6.39381420712099	5.84534079328565	6.22033927757529	6.55718302693625	5.81507505289022	6.85946139510037	7.43294581490896	6.46670160508549	8.23564467512507	6.71572061608963
"9337"	7.96946786437392	7.85807260692986	8.2902612363242	8.52778720789239	8.5351351873163	8.82560209818948	8.61574981960376	8.75601731130949	8.76829788002051	8.79537476179578	8.74894149503436	8.61379548000961	8.79415950004632	9.14333819762004	8.60007621113704	8.8721526405845
"5504"	7.29787176206846	7.0033832608135	7.0449967226304	6.28153679594816	7.07209800411974	6.54170957939511	7.24134518254946	6.81626164769012	6.790621774328	6.2468693779627	6.18235343044485	6.58860794293236	6.71782009787114	6.48159409331483	6.44859160162613	7.04069357686935
"64210"	7.70317081927801	8.01287602417047	7.53116194567569	7.38168848024463	7.82840446448768	8.13264200702252	7.39912853981273	7.87577124826431	7.46299211532784	7.68000348259952	7.63766902758404	7.79330821092055	7.64101929517918	7.95957349494635	7.79920753208331	7.28328174520492
"6880"	9.72973180090491	9.91631141220563	10.5951806003759	10.0163684345775	10.2571487966062	10.4891638335828	9.76679877115015	9.34124218219059	9.61381399726358	9.78457642354658	9.68789473476756	10.3928824518168	10.2766163910707	9.79539909162032	9.88175984563027	9.94652298092796
"60496"	9.77549142901563	9.84487783285332	9.68069988221078	9.63964864486624	9.68751462380507	9.69081079330482	9.61310758748506	8.99819488571029	9.24245713677231	8.7059703055023	8.81057144626814	9.47490456303766	9.33269831727417	9.32084773719963	9.34243377013742	9.3348837939821
"7716"	9.36584758296105	8.81470016152781	7.21312687934679	8.01942655402358	8.45134110294435	8.23534412898437	7.97393864413015	7.81490648278811	8.02547586570046	8.2727939569528	8.08116672474586	8.23801781485166	8.09725373399121	8.70914983451061	8.00025529017277	8.34610276323866
"5108"	7.09201908387023	8.24402774630444	7.21998333000632	7.64072071963084	7.91867821542555	6.70169173569456	6.5562418243881	6.96022271186447	7.21858664775376	7.20870291123579	7.24404515831611	7.37608230498331	7.39103418827951	7.34342348489111	6.91268707437093	7.23549234024557
"79586"	7.20371115940205	7.11406008127918	7.04146776768309	6.50817676907619	6.45861049387607	6.80792125217876	7.03769326588173	7.13845789386697	7.07291577877335	7.24360653896919	7.10199986484364	7.05894776020898	6.93123158868037	6.26330307960596	7.13714987857684	8.13406647683459
"2071"	7.83968748127703	7.28755098374005	7.57493510436643	6.94522398837182	7.45158221690502	7.65884237913361	7.88759420522173	7.5018100361689	7.68638319531042	7.41085213192536	7.58374192417734	7.75755134003208	7.54547257266399	7.62311108412216	7.47196771411418	7.74232527296695
"5590"	8.63772300916987	8.55134082530204	8.31338343492234	7.47884658104204	5.30767333810266	8.45319171416163	7.99200292135236	8.1482945431329	8.15158770356875	8.44476017861157	8.48449094880199	8.65009417375858	7.78570581870572	8.30818636048485	7.13298945639126	8.50809537366304
"642"	7.13153068873876	7.61550105660986	8.02481705467139	8.51123976351707	8.45707337424531	9.13897780322992	8.64911415140642	6.76141987029434	7.92749370089127	7.63855337848671	6.99293993405043	7.68890477430881	8.084607746017	8.14549720179706	8.42056233120048	7.08489412933132
"9961"	8.12059853256015	9.40866734848258	6.66581610037364	8.44378108774221	8.84884539942822	5.45656404785642	5.63894156138374	9.23252239210158	8.87588761353549	9.29473048503148	9.74024441123016	8.98398433128729	8.7579382203333	8.2583415763048	6.80941890972193	9.31502900549045
"9766"	6.81190819323544	8.18447877590382	7.28893164507677	6.55586799008171	7.11940828178157	6.47520245571484	8.0989270192743	9.56793603741889	8.95568992212149	9.45586172547095	9.82931119939035	7.89383935804137	8.32045909259884	7.72149074644992	7.48523199828215	8.80451227058584
"2648"	6.18907502957504	8.27400544418169	8.50970582105217	8.4427543727483	7.76202306493946	7.75741549257086	7.93690302379444	6.87553511935207	6.9717441828257	7.18219782706413	7.29494919171001	7.04358157566167	7.42167111792658	7.96207190797069	8.05163026267103	6.96558264759458
"3835"	7.02254608055783	7.27858977930652	8.07575250811105	8.05838515845244	7.74550551980272	9.02453811947722	7.58239661278056	6.47748443303315	7.4066462816949	7.15037529276078	6.73141771955118	7.52513954403321	7.72710193317785	7.91056905344216	8.90632545521864	6.55199681228431
"55746"	8.8547949934879	8.50721721564878	8.6436218872677	9.69077955564176	8.10471938350206	8.35285294343331	8.52493931195824	7.79066187034366	8.20913629020093	8.02185356022863	6.99351328315692	8.1159609644017	7.28541547489811	8.64839649780278	7.99144907068372	8.05690087737586
"8985"	8.72509361514962	7.95300338983123	7.91099979340056	9.40253879693592	9.24087798963427	7.97111148299784	7.88519821975544	8.04341136784979	8.13030469440512	8.59287326767421	8.22467109880114	7.98752008752462	8.98016355317327	7.92116991322116	8.92228297208247	7.92545071707453
"5525"	6.9027881861251	6.76913916858036	6.597082275744	6.55561233012545	5.85081636154984	5.80954933853275	6.55679673381035	6.46889777042592	6.49442845121149	5.59377490327616	5.79225926157781	6.15493930519492	5.57911208782586	6.23534382786539	5.55008898902844	5.97890107643158
"9688"	9.0471117992787	8.98372645892965	11.5776729638309	8.89443333538964	9.29110746219439	9.05256623441343	9.46459653668412	8.51474984186218	9.21458024225443	9.07062272699543	8.53058199034331	9.44399466137089	9.41778342006336	9.60834490007425	9.27875548320575	9.02007662630706
"5725"	10.4620563323118	10.5490863373179	10.4159607570498	10.5415480192852	10.9344784758603	10.3292572987617	10.1681689682402	10.4107023848253	10.5142996231217	10.4330763299077	10.4620579790424	10.5858213877787	10.2310772013846	10.5231652034565	10.6861878224537	10.3741433410992
"1477"	7.59125272215042	7.71424584419678	7.60184607751817	6.97542887385978	7.29513674235645	7.47450573598473	7.66269495034116	7.67973451604096	8.07944804853389	7.79583827172049	8.53976367851335	7.82579709112604	8.81990605865194	7.91974434047165	7.01639494318735	7.59043013779864
"8522"	3.94208591019507	4.27929189761087	4.11303451728439	4.18791432582264	4.15734321666017	4.28038210379736	4.12055086892299	4.09714290081243	4.0664941646868	4.18626641565435	5.33350280613222	3.85948434370296	4.32711088479993	4.03684399865246	4.39904205256691	4.04936624068785
"3985"	5.5904475328713	4.95995089779062	7.24568659376748	7.28105442264816	6.06359608370712	6.51049993986683	8.44139338268071	8.07015511537111	7.8902635836491	8.19946926236901	8.33129230627861	6.33932745902441	7.85967700609793	7.27913423727588	6.02284038143979	7.30964651752721
"50999"	9.23834279534799	8.94222487535387	9.58205281156678	9.08885850877101	9.1806758508803	8.85906907785848	9.58391961906311	8.92673727088571	9.14515530537757	8.75004752326237	8.29679958221507	9.58575432784484	8.90083200859389	8.80173009305789	8.5565593600622	9.32315595953721
"27122"	3.60590939378846	4.30079176914446	3.61051988994447	3.71170130786124	7.204335614167	3.70295333675251	3.36742628727023	7.00179993316053	6.72895071139699	7.54058842918116	6.09495661486402	6.61104837597338	7.32828780085345	5.24379697206091	3.71449624646642	7.10610073077969
"8897"	5.16045564722653	5.25133983928299	5.55711381424636	5.23533078888557	5.33690986398133	5.65910825096043	5.72726151659871	5.71579935888052	5.58145586593913	5.59118132825356	5.96907221338707	5.09093812987539	5.46226284550181	5.58917728527876	5.85855182101226	5.2361621126251
"6732"	9.09642804434879	8.52746633724071	8.6153335535966	8.7074783936444	8.72425452965947	8.68122877792342	8.72433101959762	8.40743189005068	8.49184775151416	7.74747101158669	7.99624110776984	8.52256033198816	8.31981203074788	8.18827549220697	8.26322655010513	8.80032997073837
"645"	9.25881419878422	10.503774891668	10.9395572604459	9.31848899854213	8.67354034411101	7.34420877236279	9.93867885020708	9.35455611129733	9.68700065086314	8.91064875203735	9.57961731566788	9.01340642119755	9.02835821482347	8.90723767950063	7.02743227335214	8.49832723811992
"3910"	4.05508369116289	3.82448694793553	3.84879708589573	3.97972777889241	5.70479167973558	3.96880306732448	3.98679782221764	4.22484158830485	3.91433460862505	4.65218163098693	3.98391706762517	5.3534758921204	4.12719627042039	3.79830425386187	3.92370811093645	5.15424477153302
