3784	0.999	3753	5	1
3784	0.988	10142	5	8
3784	0.963	3785	5	4
27238	0.964	79084	6	26
27238	0.992	9785	6	5
27238	0.974	10594	6	28
27238	0.998	5499	6	11
27238	0.976	9128	6	11
27238	0.981	8241	6	21
9716	0.979	55696	4	4
9716	0.977	79084	4	26
9716	0.974	5936	4	24
9716	0.974	10084	4	5
53615	0.998	8932	8	10
53615	0.999	9219	8	10
53615	0.989	1108	8	12
53615	0.985	54815	8	7
53615	0.986	5928	8	32
53615	0.999	3065	8	89
53615	0.979	5931	8	19
53615	0.997	3066	8	37
5704	0.999	5711	31	19
5704	0.999	5714	31	34
5704	0.999	5716	31	22
5704	0.999	5713	31	35
5704	0.99	5683	31	43
5704	0.965	5691	31	34
5704	0.999	5700	31	37
5704	0.951	5687	31	43
5704	0.975	9097	31	20
5704	0.995	5717	31	34
5704	0.978	5689	31	38
5704	0.984	5709	31	34
5704	0.983	5692	31	36
5704	0.999	5701	31	36
5704	0.999	9861	31	36
5704	0.999	5702	31	36
5704	0.999	5707	31	38
5704	0.999	5708	31	37
5704	0.999	5705	31	40
5704	0.988	7316	31	322
5704	0.988	5718	31	38
5704	0.999	5693	31	24
5704	0.999	51377	31	45
5704	0.986	5710	31	37
5704	0.957	5688	31	33
5704	0.982	5690	31	34
5704	0.989	10213	31	43
5704	0.995	5719	31	34
5704	0.999	5706	31	36
5704	0.999	834	31	14
9744	0.991	382	1	20
51009	0.971	267	2	6
51009	0.965	7415	2	19
3385	0.987	3689	5	19
3385	0.987	30835	5	2
3385	0.978	10332	5	1
3385	0.999	3683	5	7
3385	0.981	4478	5	10
51412	0.984	6595	2	17
51412	0.961	6597	2	40
51512	0.979	5347	2	63
51512	0.982	332	2	50
634	0.981	4680	2	2
634	0.979	1088	2	2
7132	0.95	8767	31	18
7132	0.997	329	31	26
7132	0.971	7128	31	13
7132	0.999	7186	31	29
7132	0.953	26133	31	5
7132	0.999	8737	31	32
7132	0.993	330	31	19
7132	0.962	843	31	10
7132	0.99	9530	31	1
7132	0.999	8772	31	25
7132	0.972	835	31	7
7132	0.96	637	31	11
7132	0.977	8738	31	7
7132	0.977	7187	31	16
7132	0.998	3551	31	40
7132	0.964	857	31	20
7132	0.969	6609	31	2
7132	0.999	8717	31	17
7132	0.974	3716	31	55
7132	0.995	841	31	36
7132	0.973	6772	31	57
7132	0.95	356	31	17
7132	0.986	6885	31	28
7132	0.981	8517	31	34
7132	0.973	1147	31	27
7132	0.996	7185	31	17
7132	0.965	10399	31	26
7132	0.964	2078	31	1
7132	0.951	5970	31	50
7132	0.999	7124	31	23
7132	0.995	8439	31	3
5526	0.999	5518	2	32
5526	0.999	5515	2	47
5837	0.969	5260	3	6
5837	0.971	5257	3	5
5837	0.965	5255	3	3
602	0.999	4791	5	11
602	0.973	5971	5	3
602	0.999	4790	5	25
602	0.967	2534	5	83
602	0.976	5970	5	50
8514	0.976	3736	5	6
8514	0.965	3741	5	6
8514	0.959	27012	5	3
8514	0.996	3737	5	7
8514	0.977	3739	5	9
9488	0.951	84720	1	2
10272	0.969	3624	2	9
10272	0.971	2660	2	1
3861	0.982	3852	1	1
2249	0.999	2261	4	12
2249	0.999	2264	4	13
2249	0.989	2260	4	20
2249	0.999	2263	4	14
3566	0.999	3565	16	21
3566	0.999	3561	16	13
3566	0.97	9046	16	5
3566	0.999	6778	16	19
3566	0.978	3667	16	39
3566	0.999	3596	16	6
3566	0.993	9655	16	2
3566	0.963	2242	16	7
3566	0.985	3716	16	55
3566	0.961	3635	16	11
3566	0.999	3597	16	5
3566	0.977	8660	16	24
3566	0.98	3717	16	71
3566	0.985	5777	16	37
3566	0.985	3718	16	30
3566	0.985	6464	16	47
9817	0.993	9978	6	30
9817	0.999	8452	6	13
9817	0.998	5827	6	1
9817	0.999	7316	6	322
9817	0.999	8878	6	17
9817	0.999	4780	6	8
50700	0.951	9227	1	5
7145	0.954	55742	1	4
4804	0.992	8767	19	18
4804	0.96	4974	19	2
4804	0.997	6272	19	5
4804	0.983	396	19	13
4804	0.983	4915	19	8
4804	0.973	351	19	30
4804	0.989	7189	19	50
4804	0.999	4692	19	2
4804	0.983	28986	19	1
4804	0.961	7316	19	322
4804	0.998	4914	19	15
4804	0.999	4803	19	15
4804	0.991	27018	19	2
4804	0.971	55859	19	1
4804	0.997	9500	19	3
4804	0.979	4908	19	5
4804	0.965	6464	19	47
4804	0.959	10782	19	1
4804	0.996	627	19	4
9423	0.999	4756	6	2
9423	0.985	4131	6	3
9423	0.99	219699	6	2
9423	0.99	1826	6	1
9423	0.998	1630	6	10
9423	0.999	8633	6	1
7216	0.99	705	2	4
7216	0.956	10024	2	2
4335	0.954	6945	1	3
7442	0.954	6863	3	18
7442	0.983	6714	3	125
7442	0.994	4803	3	15
440	0.972	445	6	8
440	0.95	80150	6	1
440	0.96	2752	6	6
440	0.962	27165	6	3
440	0.959	2744	6	2
440	0.989	468	6	10
26469	0.984	9051	1	5
1815	0.965	6531	1	3
6343	0.963	2691	12	10
6343	0.95	2696	12	4
6343	0.963	5741	12	15
6343	0.954	6750	12	23
6343	0.983	7433	12	4
6343	0.971	2520	12	12
6343	0.965	796	12	18
6343	0.953	108	12	29
6343	0.963	799	12	8
6343	0.95	2642	12	3
6343	0.985	2641	12	26
30009	0.969	3458	3	24
30009	0.959	3595	3	7
30009	0.987	6772	3	57
5607	0.97	5598	3	4
5607	0.998	10746	3	2
5607	0.998	4215	3	8
57103	0.987	7157	2	172
57103	0.976	5213	2	13
1361	0.969	2147	1	24
4710	0.955	4713	21	31
4710	0.984	4719	21	28
4710	0.998	4708	21	28
4710	0.98	4695	21	34
4710	0.988	4705	21	23
4710	0.99	4711	21	34
4710	0.99	4722	21	39
4710	0.972	4717	21	15
4710	0.988	4704	21	33
4710	0.954	4726	21	30
4710	0.989	4718	21	26
4710	0.964	4714	21	31
4710	0.996	4701	21	27
4710	0.989	4729	21	28
4710	0.994	4700	21	34
4710	0.988	4697	21	14
4710	0.95	4720	21	29
4710	0.995	4694	21	35
4710	0.955	4702	21	38
4710	0.965	27089	21	40
4710	0.986	4696	21	15
4791	0.999	5971	11	3
4791	0.976	4790	11	25
4791	0.957	5966	11	6
4791	0.969	3551	11	40
4791	0.99	9020	11	12
4791	0.997	7316	11	322
4791	0.974	8517	11	34
4791	0.999	8945	11	24
4791	0.999	1147	11	27
4791	0.99	5970	11	50
28962	0.992	1186	1	1
51668	0.975	11020	1	1
7514	0.972	4927	26	11
7514	0.95	595	26	52
7514	0.977	1027	26	39
7514	0.962	57122	26	27
7514	0.954	891	26	55
7514	0.968	324	26	15
7514	0.984	11097	26	2
7514	0.988	9972	26	21
7514	0.979	7157	26	172
7514	0.966	5903	26	7
7514	0.993	332	26	50
7514	0.99	23636	26	19
7514	0.991	51068	26	1
7514	0.998	10073	26	3
7514	0.965	55143	26	42
7514	0.999	5902	26	4
7514	0.982	8498	26	1
7514	0.994	10762	26	11
7514	0.97	5905	26	7
7514	0.999	8021	26	14
7514	0.953	8480	26	12
7514	0.966	6418	26	3
7514	0.966	4303	26	13
7514	0.982	1994	26	9
7514	0.998	5901	26	14
7514	0.971	8125	26	4
5019	0.987	38	3	9
5019	0.983	39	3	9
5019	0.959	64064	3	3
54700	0.953	11201	2	3
54700	0.978	9013	2	5
80168	0.978	8694	1	1
10523	0.964	6625	19	17
10523	0.997	8175	19	75
10523	0.984	11017	19	3
10523	0.974	9584	19	13
10523	0.974	1659	19	8
10523	0.964	3189	19	12
10523	0.965	10262	19	19
10523	0.974	7307	19	21
10523	0.984	55692	19	2
10523	0.974	79753	19	15
10523	0.974	11338	19	34
10523	0.964	9092	19	7
10523	0.975	10921	19	20
10523	0.964	55109	19	3
10523	0.974	55147	19	8
10523	0.974	10179	19	6
10523	0.964	10399	19	26
10523	0.964	55082	19	4
10523	0.974	55660	19	13
359	0.968	551	2	4
359	0.953	6557	2	1
27292	0.95	705	3	4
27292	0.951	55781	3	1
27292	0.969	1736	3	12
27102	0.995	1965	1	30
4680	0.986	1088	2	2
55696	0.974	5936	4	24
55696	0.988	11100	4	13
55696	0.993	23543	4	14
9183	0.989	60561	14	2
9183	0.976	10403	14	50
9183	0.988	701	14	51
9183	0.986	699	14	57
9183	0.96	53407	14	2
9183	0.999	55055	14	32
9183	0.95	9212	14	48
9183	0.999	9735	14	29
9183	0.963	25936	14	12
9183	0.963	9184	14	22
9183	0.999	11130	14	45
9183	0.978	3619	14	29
9183	0.969	8379	14	4
9183	0.97	10540	14	4
3691	0.959	10971	10	19
3691	0.964	5578	10	23
3691	0.959	7529	10	21
3691	0.963	4233	10	25
3691	0.999	5339	10	4
3691	0.965	2885	10	101
3691	0.997	1308	10	5
3691	0.999	3655	10	13
3691	0.959	6464	10	47
6354	0.968	1234	4	28
6354	0.987	1230	4	15
6354	0.987	1232	4	13
6354	0.957	2833	4	10
23645	0.971	1965	6	30
23645	0.981	4092	6	25
23645	0.993	5500	6	2
23645	0.979	5499	6	11
23645	0.993	5501	6	8
23645	0.959	11127	6	5
7205	0.958	8767	5	18
7205	0.965	5747	5	22
7205	0.965	6714	5	125
7205	0.997	9170	5	3
7205	0.952	5783	5	5
1071	0.984	338	3	14
1071	0.993	335	3	19
1071	0.956	319	3	1
23368	0.985	7157	1	172
8550	0.979	1432	3	54
8550	0.987	3315	3	8
8550	0.965	5600	3	9
7384	0.95	4713	19	31
7384	0.966	4719	19	28
7384	0.958	374291	19	29
7384	0.954	1329	19	14
7384	0.979	4722	19	39
7384	0.977	4704	19	33
7384	0.999	7385	19	29
7384	0.999	7381	19	24
7384	0.999	7386	19	28
7384	0.958	7388	19	35
7384	0.967	4728	19	33
7384	0.999	1537	19	35
7384	0.968	9377	19	15
7384	0.981	4723	19	27
7384	0.999	29796	19	32
7384	0.97	4720	19	29
7384	0.956	4702	19	38
7384	0.96	6390	19	21
7384	0.999	27089	19	40
8646	0.995	652	3	12
8646	0.992	649	3	1
8646	0.996	650	3	17
7066	0.999	4352	1	2
2323	0.995	2322	1	3
2802	0.982	51125	1	1
1947	0.964	5998	9	2
1947	0.993	7074	9	13
1947	0.975	2049	9	4
1947	0.98	3932	9	61
1947	0.994	6714	9	125
1947	0.998	2048	9	14
1947	0.993	2051	9	5
1947	0.998	2047	9	6
1947	0.995	5783	9	5
2734	0.974	6401	1	5
1738	0.998	4967	21	9
1738	0.999	8050	21	5
1738	0.982	55526	21	4
1738	0.965	6389	21	11
1738	0.998	593	21	4
1738	0.99	275	21	14
1738	0.999	1737	21	9
1738	0.993	5161	21	4
1738	0.97	3419	21	9
1738	0.999	5162	21	11
1738	0.986	8801	21	7
1738	0.998	594	21	6
1738	0.999	1743	21	12
1738	0.999	1629	21	5
1738	0.988	55753	21	4
1738	0.951	6390	21	21
1738	0.989	8803	21	10
1738	0.96	3420	21	8
1738	0.991	2731	21	5
1738	0.994	8802	21	14
1738	0.995	5160	21	9
51168	0.989	25861	1	2
350	0.973	3949	1	9
2099	0.967	5594	90	75
2099	0.994	7494	90	2
2099	0.959	4350	90	3
2099	0.957	573	90	7
2099	0.982	1655	90	19
2099	0.967	3312	90	18
2099	0.999	595	90	52
2099	0.971	1432	90	54
2099	0.973	4436	90	11
2099	0.962	1509	90	3
2099	0.995	196	90	8
2099	0.974	1026	90	50
2099	0.953	4654	90	20
2099	0.958	3169	90	4
2099	0.964	5914	90	20
2099	0.99	8431	90	15
2099	0.999	1387	90	82
2099	0.999	2033	90	95
2099	0.989	5290	90	37
2099	0.986	9759	90	21
2099	0.967	7067	90	11
2099	0.998	3480	90	27
2099	0.983	9611	90	26
2099	0.991	7157	90	172
2099	0.988	2064	90	43
2099	0.982	6647	90	7
2099	0.997	207	90	106
2099	0.964	5295	90	69
2099	0.997	1956	90	83
2099	0.967	5458	90	1
2099	0.967	5468	90	22
2099	0.961	2063	90	4
2099	0.999	7031	90	3
2099	0.995	6294	90	3
2099	0.969	4846	90	14
2099	0.998	5469	90	25
2099	0.997	27043	90	7
2099	0.95	4255	90	1
2099	0.995	5617	90	13
2099	0.994	3479	90	29
2099	0.985	3308	90	21
2099	0.953	3667	90	39
2099	0.998	1051	90	20
2099	0.989	2353	90	46
2099	0.988	10474	90	10
2099	0.963	3172	90	9
2099	0.961	7182	90	3
2099	0.999	8648	90	28
2099	0.977	79039	90	2
2099	0.984	7025	90	4
2099	0.999	8204	90	11
2099	0.999	6667	90	34
2099	0.963	7181	90	4
2099	0.999	9112	90	10
2099	0.999	3320	90	31
2099	0.973	2885	90	101
2099	0.953	857	90	20
2099	0.981	10524	90	28
2099	0.994	8805	90	3
2099	0.975	4089	90	58
2099	0.998	2100	90	13
2099	0.999	7316	90	322
2099	0.979	8295	90	31
2099	0.999	9612	90	29
2099	0.964	7068	90	10
2099	0.999	672	90	65
2099	0.967	6597	90	40
2099	0.999	6714	90	125
2099	0.983	23054	90	19
2099	0.965	142	90	25
2099	0.992	8543	90	4
2099	0.994	3725	90	75
2099	0.999	8202	90	21
2099	0.999	3065	90	89
2099	0.978	6195	90	9
2099	0.965	5457	90	1
2099	0.981	4609	90	86
2099	0.978	190	90	5
2099	0.953	5111	90	95
2099	0.958	2308	90	20
2099	0.989	10521	90	12
2099	0.958	7337	90	4
2099	0.983	23426	90	5
2099	0.999	11331	90	1
2099	0.985	5970	90	50
2099	0.962	6654	90	34
2099	0.999	10499	90	20
2099	0.987	4193	90	44
2099	0.984	6256	90	42
54930	0.998	79441	4	3
54930	0.998	55142	4	4
54930	0.998	55559	4	3
54930	0.999	54801	4	5
55644	0.953	51705	1	1
131	0.963	217	2	6
131	0.959	216	2	3
124	0.974	217	2	6
124	0.965	216	2	3
990	0.991	4174	48	30
990	0.98	5427	48	20
990	0.997	23594	48	20
990	0.953	6119	48	16
990	0.987	26271	48	16
990	0.999	4172	48	34
990	0.995	51053	48	14
990	0.999	4999	48	21
990	0.993	8317	48	22
990	0.994	1026	48	50
990	0.996	23595	48	15
990	0.996	4173	48	39
990	0.975	898	48	18
990	0.951	1871	48	13
990	0.998	8318	48	37
990	0.994	4175	48	30
990	0.996	4171	48	30
990	0.971	23649	48	18
990	0.988	10926	48	22
990	0.999	1017	48	70
990	0.998	890	48	24
990	0.991	1111	48	40
990	0.994	5984	48	31
990	0.994	5001	48	15
990	0.982	5347	48	63
990	0.999	81620	48	34
990	0.989	6241	48	11
990	0.981	993	48	23
990	0.984	7314	48	26
